sentence,label
delightfully rendered,Positive
"[ a ] rare , beautiful film .",Positive
more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .,Negative
". . . while certainly clever in spots , this too-long , spoofy update of shakespeare 's macbeth does n't sustain a high enough level of invention .",Negative
a tv episode inflated past its natural length .,Negative
"made for teens and reviewed as such , this is recommended only for those under 20 years of age . . . and then only as a very mild rental .",Positive
. . . tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry .,Negative
"o fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing .",Positive
the film often achieves a mesmerizing poetry .,Positive
"time literally stops on a dime in the tries-so-hard-to-be-cool `` clockstoppers , `` but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life .",Negative
"i 'm all for the mentally challenged getting their fair shot in the movie business , but surely it does n't have to be as a collection of keening and self-mutilating sideshow geeks .",Negative
an utterly compelling 'who wrote it ' in which the reputation of the most famous author who ever lived comes into question .,Positive
takes a fresh and absorbing look at a figure whose legacy had begun to bronze .,Positive
"here the love scenes all end in someone screaming . maybe there 's a metaphor here , but figuring it out would n't make trouble every day any better .",Negative
"despite these annoyances , the capable clayburgh and tambor really do a great job of anchoring the characters in the emotional realities of middle age .",Positive
"what little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .",Negative
has its moments -- and almost as many subplots .,Negative
hip-hop prison thriller of stupefying absurdity .,Negative
"shot perhaps 'artistically ' with handheld cameras and apparently no movie lights by joaquin baca-asay , the low-budget production swings annoyingly between vertigo and opacity .",Negative
"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .",Positive
"feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .",Negative
provides a very moving and revelatory footnote to the holocaust .,Positive
. . . a confusing drudgery .,Negative
"whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something .",Positive
"the plot combines the blues brothers and almost famous ( but with bears , and a g rating ) , with an excruciating dollop of disney sentimentality mixed in for good measure .",Negative
"being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .",Negative
"a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie .",Negative
the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . strange occurrences build in the mind of the viewer and take on extreme urgency .,Positive
"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work . but even a hero can stumble sometimes .",Negative
"wasabi is slight fare indeed , with the entire project having the feel of something tossed off quickly ( like one of hubert 's punches ) , but it should go down smoothly enough with popcorn .",Negative
a movie in which laughter and self-exploitation merge into jolly soft-porn 'empowerment . ',Negative
director roger michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .,Negative
features what is surely the funniest and most accurate depiction of writer 's block ever .,Positive
consummate actor barry has done excellent work here .,Positive
brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness .,Positive
"a superlative b movie -- funny , sexy , and rousing .",Positive
steers refreshingly clear of the usual cliches .,Positive
miller comes at film with bracing intelligence and a vision both painterly and literary .,Positive
astonishingly skillful and moving . . . it could become a historically significant work as well as a masterfully made one .,Positive
"novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non-actors and a gritty , no-budget approach .",Positive
"while [ roman coppola ] scores points for style , he staggers in terms of story .",Positive
"i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it .",Positive
this version incarnates the prophetic book in a way even its exacting author might admire .,Positive
[ crystal and de niro ] manage to squeeze out some good laughs but not enough to make this silly con job sing .,Negative
the ending feels at odds with the rest of the film .,Positive
an infectious cultural fable with a tasty balance of family drama and frenetic comedy .,Positive
topkapi this is not .,Negative
how inept is serving sara ? it makes even elizabeth hurley seem graceless and ugly .,Negative
its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .,Positive
"not only unfunny , but downright repellent .",Negative
bogdanich is unashamedly pro-serbian and makes little attempt to give voice to the other side .,Negative
"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for .",Negative
"some body will take you places you have n't been , and also places you have .",Positive
"this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laugh .",Negative
this is such a dazzlingly self-assured directorial debut that it 's hard to know what to praise first .,Positive
george lucas returns as a visionary with a tale full of nuance and character dimension .,Positive
"the characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life .",Positive
"the film has [ its ] moments , but they are few and far between .",Negative
"only an epic documentary could get it all down , and spike lee 's jim brown : all american at long last gives its subject a movie worthy of his talents .",Positive
canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people .,Positive
"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .",Negative
blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period .,Negative
"it is the sheer , selfish , wound-licking , bar-scrapping doggedness of leon 's struggle to face and transmute his demons that makes the movie a spirited and touching occasion , despite its patchy construction .",Positive
fans of so-bad-they're-good cinema may find some fun in this jumbled mess .,Negative
"despite terrific special effects and funnier gags , harry potter and the chamber of secrets finds a way to make j . k . rowling 's marvelous series into a deadly bore .",Negative
"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour .",Negative
"please , someone , stop eric schaeffer before he makes another film .",Negative
about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .,Positive
"all ms . jovovich , as the sanctified heroine , has to do is look radiant , grimly purposeful and mildly alarmed while forcing open doors , wielding wrenches and fleeing monsters .",Negative
"the so-inept- it's-surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks .",Negative
there are many definitions of 'time waster ' but this movie must surely be one of them .,Negative
michel piccoli 's moving performance is this films reason for being .,Positive
"an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent .",Positive
"while howard 's appreciation of brown and his writing is clearly well-meaning and sincere , the movie would be impossible to sit through were it not for the supporting cast .",Negative
"it is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",Negative
"despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .",Positive
a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives .,Positive
"seagal ran out of movies years ago , and this is just the proof .",Negative
"a recent favourite at sundance , this white-trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard 's pyromania .",Positive
"like an afterschool special with costumes by gianni versace , mad love looks better than it feels .",Negative
"bears is bad . not 'terrible filmmaking ' bad , but more like , 'i once had a nightmare like this , and it 's now coming true ' bad .",Negative
"the boys ' sparring , like the succession of blows dumped on guei , wears down the story 's more cerebral , and likable , plot elements .",Negative
"call me a wimp , but i cried , not once , but three times in this animated sweet film .",Positive
"in a 102-minute film , aaliyah gets at most 20 minutes of screen time . . . . most viewers will wish there had been more of the `` queen `` and less of the `` damned . ``",Negative
[ a ] real pleasure in its laid-back way .,Positive
tries to add some spice to its quirky sentiments but the taste is all too familiar .,Negative
"at once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",Positive
'interesante y disfrutable trabajo gracias a que prescinde del clM-asico elemento estadounidense patriotero y manipulador . ',Positive
"a fantastic premise anchors this movie , but what it needs is either a more rigid , blair witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies .",Positive
arnold 's jump from little screen to big will leave frowns on more than a few faces .,Negative
"this is human comedy at its most amusing , interesting and confirming .",Positive
"could have been crisper and punchier , but it 's likely to please audiences who like movies that demand four hankies .",Positive
sayles . . . once again strands his superb performers in the same old story .,Negative
"for most of its footage , the new thriller proves that director m . night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo .",Positive
you can take the grandkids or the grandparents and never worry about anyone being bored . . . audience is a sea of constant smiles and frequent laughter .,Positive
"yes , i have given this movie a rating of zero . but fans of the show should not consider this a diss . consider it 'perfection . '",Negative
director oliver parker labors so hard to whip life into the importance of being earnest that he probably pulled a muscle or two .,Negative
"contrived as this may sound , mr . rose 's updating works surprisingly well .",Positive
the film thrusts the inchoate but already eldritch christian right propaganda machine into national media circles .,Negative
M-^Ethe maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .,Negative
"in imax in short , it 's just as wonderful on the big screen .",Positive
another rent installment for the ian fleming estate .,Negative
"it 's slow -- very , very slow . it 's not the ultimate depression-era gangster movie . that 's pure pr hype .",Negative
"it believes it 's revealing some great human truths , when , in reality , it 's churning ground that has long passed the point of being fertile .",Negative
"droll caper-comedy remake of `` big deal on madonna street `` that 's a sly , amusing , laugh-filled little gem in which the ultimate `` bellini `` begins to look like a `` real kaputschnik . ``",Positive
"it 's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold .",Negative
"weaves a spell over you , with its disturbingly close-up look at damaged psyches and its subtle undercurrents of danger . but its awkward structure keeps breaking the spell .",Negative
"the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .",Negative
"i found it slow , predictable and not very amusing .",Negative
"precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family . anyone else seen this before ?",Positive
"it 's a lovely , eerie film that casts an odd , rapt spell .",Positive
this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .,Negative
a penetrating glimpse into the tissue-thin ego of the stand-up comic .,Positive
"if this is cinema , i pledge allegiance to cagney and lacey .",Negative
`` home movie `` is a sweet treasure and something well worth your time .,Positive
jolie 's performance vanishes somewhere between her hair and her lips .,Negative
"like the rugrats movies , the wild thornberrys movie does n't offer much more than the series , but its emphasis on caring for animals and respecting other cultures is particularly welcome .",Positive
"a thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions .",Positive
"thekids will probably stay amused at the kaleidoscope of big , colorful characters . mom and dad can catch some quality naptime along the way .",Negative
"after collateral damage , you might imagine that most every aggrieved father clichM-i has been unturned . but no .",Negative
"morton is , as usual , brilliant .",Positive
"the last scenes of the film are anguished , bitter and truthful . mr . koshashvili is a director to watch .",Positive
a glorious mess .,Positive
"plodding , peevish and gimmicky .",Negative
at once disarmingly straightforward and strikingly devious .,Positive
"the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half",Positive
"though a bit of a patchwork in script and production , a glossy , rich green , environment almost makes the picture work .",Negative
"[ creates ] the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .",Negative
not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .,Positive
a creaky staircase gothic .,Positive
the film 's snags and stumblings are more than compensated for by its wryly subversive tone .,Positive
"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin .",Positive
"after several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .",Negative
"the problem is that rather than dramatizing this premise , mr . desplechin is content to state it .",Negative
"once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours .",Negative
"it 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",Negative
"it has its faults , but it is a kind , unapologetic , sweetheart of a movie , and mandy moore leaves a positive impression .",Positive
"one of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way .",Negative
"in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people , the movie exalts the marxian dream of honest working folk , with little to show for their labor , living harmoniously , joined in song .",Positive
dense with characters and contains some thrilling moments .,Positive
"has not so much been written as assembled , frankenstein-like , out of other , marginally better shoot-em-ups .",Negative
a lot smarter than your average bond .,Positive
"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?",Negative
the actors must indeed be good to recite some of this laughable dialogue with a straight face .,Negative
"blessed with immense physical prowess he may well be , but ahola is simply not an actor . and in truth , cruel as it may sound , he makes arnold schwarzenegger look like spencer tracy .",Negative
"in between the icy stunts , the actors spout hilarious dialogue about following your dream and 'just letting the mountain tell you what to do . '",Negative
canadian filmmaker gary burns ' inventive and mordantly humorous take on the soullessness of work in the city .,Positive
"if the movie succeeds in instilling a wary sense of 'there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world .",Negative
"as banal as the telling may be -- and at times , all my loved ones more than flirts with kitsch -- the tale commands attention .",Positive
part of the film 's cheeky charm comes from its vintage schmaltz .,Positive
. . . too dull to enjoy .,Negative
"if you pitch your expectations at an all time low , you could do worse than this oddly cheerful -- but not particularly funny -- body-switching farce .",Negative
matches neorealism 's impact by showing the humanity of a war-torn land filled with people who just want to live their lives .,Positive
"this would-be 'james bond for the extreme generation ' pic is one big , dumb action movie . stress 'dumb . '",Negative
. . . a series of tales told with the intricate preciseness of the best short story writing .,Positive
sade achieves the near-impossible : it turns the marquis de sade into a dullard .,Negative
i suspect that there are more interesting ways of dealing with the subject .,Negative
"suspend your disbelief here and now , or you 'll be shaking your head all the way to the credits .",Positive
"the film meant well in its horse tale about freedom , but was n't able to reach the heart because it was too overbearing .",Negative
essentially a collection of bits -- and they 're all naughty .,Negative
"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",Positive
remarkable for its intelligence and intensity .,Positive
the master of disguise is awful . it 's pauly shore awful . do n't say you were n't warned .,Negative
"this odd , distant portuguese import more or less borrows from bad lieutenant and les vampires , and comes up with a kind of art-house gay porn film .",Positive
there 's no getting around the fact that this is revenge of the nerds revisited -- again .,Negative
"this is very much of a mixed bag , with enough negatives to outweigh the positives .",Negative
it 's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent .,Positive
"do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going .",Positive
"call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message .",Negative
"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you .",Positive
"a meditation on faith and madness , frailty is blood-curdling stuff .",Positive
a semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer had anything to do with it .,Negative
it 's a day at the beach -- with air conditioning and popcorn .,Positive
starts as a tart little lemon drop of a movie and ends up as a bitter pill .,Negative
it drowns in sap .,Negative
it 's rare to see a movie that takes such a speedy swan dive from `` promising `` to `` interesting `` to `` familiar `` before landing squarely on `` stupid `` .,Negative
"the attempt is courageous , even if the result is wildly uneven .",Negative
"it will come as no surprise that the movie is n't scary . but here 's the real damn : it is n't funny , either .",Negative
less-than-compelling documentary of a yiddish theater clan .,Negative
"it seems impossible that an epic four-hour indian musical about a cricket game could be this good , but it is .",Positive
"if you sometimes like to go to the movies to have fun , wasabi is a good place to start .",Positive
"feels shrill , simple and soapy .",Negative
"the movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds .",Positive
montias . . . pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,Positive
"the premise of `` abandon `` holds promise , . . . but its delivery is a complete mess .",Negative
"well-meaning to a fault , antwone fisher manages the dubious feat of turning one man 's triumph of will into everyman 's romance comedy .",Negative
"in spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .",Negative
"worth a look by those on both sides of the issues , if only for the perspective it offers , one the public rarely sees .",Positive
one of those exceedingly rare films in which the talk alone is enough to keep us involved .,Positive
"enough is not a bad movie , just mediocre . the performances are so overstated , the effect comes off as self-parody .",Negative
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .,Negative
"a movie version of a paint-by-numbers picture . we can tell what it is supposed to be , but ca n't really call it a work of art .",Negative
the film truly does rescue [ the funk brothers ] from motown 's shadows . it 's about time .,Positive
". curiously , super troopers suffers because it does n't have enough vices to merit its 103-minute length .",Negative
"an easy watch , except for the annoying demeanour of its lead character .",Negative
"romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .",Positive
gets under the skin of a man who has just lost his wife .,Positive
"the movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .",Negative
"[ swimfan ] falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting .",Negative
characterisation has been sacrificed for the sake of spectacle .,Negative
"a bowel-curdling , heart-stopping recipe for terror .",Positive
"if the material is slight and admittedly manipulative , jacquot preserves tosca 's intoxicating ardor through his use of the camera .",Positive
"highly irritating at first , mr . koury 's passive technique eventually begins to yield some interesting results .",Positive
the kids often appear to be reading the lines and are incapable of conveying any emotion .,Negative
"though it draws several decent laughs , it 's low-cal woody at best .",Negative
"a muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .",Negative
it 's refreshing to see a girl-power movie that does n't feel it has to prove anything .,Positive
"it is most of the things costner movies are known for ; it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it .",Negative
"a dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .",Negative
"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .",Negative
a minor film with major pleasures from portuguese master manoel de oliviera . . .,Positive
"though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .",Positive
winds up feeling like lots of other quirky movies that try to score hipness points with young adults .,Negative
"[ sports ] admirable energy , full-bodied characterizations and narrative urgency .",Positive
exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as kerrigan 's platinum-blonde hair .,Negative
the talents of the actors helps `` moonlight mile `` rise above its heart-on-its-sleeve writing .,Positive
"those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85-minute brush-up course with the documentary derrida . or , you can do something fun tonight .",Negative
"watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when carol kane appears on the screen .",Negative
"a guilty pleasure at best , and not worth seeing unless you want to laugh at it .",Negative
"there 's nothing like love to give a movie a b-12 shot , and cq shimmers with it .",Positive
polanski has found the perfect material with which to address his own world war ii experience in his signature style .,Positive
nair does capture the complexity of a big family and its trials and tribulations . . .,Positive
"scorsese at his best makes gangster films that are equally lovely but also relentlessly brutal and brutally intelligent ; perdition , meanwhile , reads more like driving miss daisy than goodfellas .",Negative
"there 's an energy to y tu mamM-a tambiM-in . much of it comes from the brave , uninhibited performances by its lead actors .",Positive
"the problem is the needlessly poor quality of its archival prints and film footage . the images lack contrast , are murky and are frequently too dark to be decipherable .",Negative
provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .,Positive
"between bursts of automatic gunfire , the story offers a trenchant critique of capitalism .",Positive
"[ evans is ] a fascinating character , and deserves a better vehicle than this facetious smirk of a movie .",Negative
"it 's super- violent , super-serious and super-stupid .",Negative
the worst kind of independent ; the one where actors play dress down hicks and ponderously mope around trying to strike lightning as captured by their 1970s predecessors,Negative
the troubling thing about clockstoppers is that it does n't make any sense .,Negative
two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy .,Positive
"at its most basic , this cartoon adventure is that wind-in-the-hair exhilarating .",Positive
ranks among willams ' best screen work .,Positive
"kitschy , flashy , overlong soap opera .",Negative
"those of you who do n't believe in santa claus probably also think that sequels can never capture the magic of the original . well , this movie proves you wrong on both counts .",Positive
"it 's a good film , but it falls short of its aspiration to be a true 'epic ' .",Positive
mattei 's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination .,Negative
. . . a powerful sequel and one of the best films of the year .,Positive
begins as a promising meditation on one of america 's most durable obsessions but winds up as a slender cinematic stunt .,Negative
. . . another example of how sandler is losing his touch .,Negative
one of the most depressing movie-going experiences i can think of is to sit through about 90 minutes of a so-called 'comedy ' and not laugh once .,Negative
falls neatly into the category of good stupid fun .,Positive
punitively affirmational parable .,Negative
schindler 's list it ai n't .,Negative
as happily glib and vicious as its characters .,Negative
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,Negative
craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters .,Positive
"the movie , while beautiful , feels labored , with a hint of the writing exercise about it .",Negative
has the disjointed feel of a bunch of strung-together tv episodes .,Negative
"every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat .",Positive
huppert 's superbly controlled display of murderous vulnerability ensures that malice has a very human face .,Positive
"a small fortune in salaries and stunt cars might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) .",Negative
jones . . . does offer a brutal form of charisma .,Positive
"the movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",Negative
"if legendary shlockmeister ed wood had ever made a movie about a vampire , it probably would look a lot like this alarming production , adapted from anne rice 's novel the vampire chronicles .",Negative
a captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .,Positive
plays like a bad blend of an overripe episode of tv 's dawson 's creek and a recycled and dumbed-down version of love story .,Negative
"the mothman prophecies , which is mostly a bore , seems to exist only for its climactic setpiece .",Negative
"by the time we learn that andrew 's turnabout is fair play is every bit as awful as borchardt 's coven , we can enjoy it anyway .",Positive
a beautiful paean to a time long past .,Positive
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,Negative
"watching haneke 's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting .",Positive
"where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment .",Positive
it 's a great american adventure and a wonderful film to bring to imax .,Positive
"her fans walked out muttering words like `` horrible `` and `` terrible , `` but had so much fun dissing the film that they did n't mind the ticket cost . in this case zero .",Negative
"a breezy blend of art , history , esoteric musings and philosophy .",Positive
"unfortunately , it 's also not very good . especially compared with the television series that inspired the movie .",Negative
"not once in the rush to save the day did i become very involved in the proceedings ; to me , it was just a matter of 'eh . '",Negative
one funny popcorn flick .,Positive
what might 've been an exhilarating exploration of an odd love triangle becomes a sprawl of uncoordinated vectors .,Negative
"what 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .",Negative
there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .,Positive
until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .,Positive
you might be shocked to discover that seinfeld 's real life is boring .,Negative
"neither the funniest film that eddie murphy nor robert de niro has ever made , showtime is nevertheless efficiently amusing for a good while . before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .",Positive
"jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth ca n't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting .",Positive
"a sly game of cat and mouse that 's intense and thrilling at times , but occasionally stretches believability to its limits and relies on predictable plot contrivances .",Positive
"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all .",Positive
"was i scared ? only at the prospect of beck 's next project . let 's see , a haunted house , a haunted ship , what 's next . . . ghost blimp ?",Negative
"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience",Negative
"steers , in his feature film debut , has created a brilliant motion picture .",Positive
"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",Positive
"cantet beautifully illuminates what it means sometimes to be inside looking out , and at other times outside looking in .",Positive
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .,Positive
"while super troopers is above academy standards , its quintet of writers could still use some more schooling .",Negative
"if this is an example of the type of project that robert redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethink independent films .",Negative
just is n't as weird as it ought to be .,Negative
"it 's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring .",Negative
"working from elliott 's memoir , rohmer fashions the sort of delicate , articulate character- and- relationship study he 's favored for decades .",Positive
what 's next : `` my mother the car ? ``,Negative
"other than a mildly engaging central romance , hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .",Negative
"it 's a scattershot affair , but when it hits its mark it 's brilliant .",Positive
"amid the clichM-i and foreshadowing , cage manages a degree of casual realism . . . that is routinely dynamited by blethyn .",Negative
"some of it is clever , but it is never melodic/",Negative
"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo .",Negative
creepy but ultimately unsatisfying thriller .,Negative
murder by numbers is like a couple of mediocre tv-movie -of-the-week films clumsily stuck together .,Negative
"the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .",Positive
"with dirty deeds , david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen .",Positive
so exaggerated and broad that it comes off as annoying rather than charming .,Negative
a startling and fresh examination of how the bike still remains an ambiguous icon in chinese society .,Positive
"while it may not add up to the sum of its parts , holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often .",Negative
"as relationships shift , director robert j . siegel allows the characters to inhabit their world without cleaving to a narrative arc .",Positive
even murphy 's expert comic timing and famed charisma ca n't rescue this effort .,Negative
"drags along in a dazed and enervated , drenched-in-the- past numbness .",Negative
there are just too many characters saying too many clever things and getting into too many pointless situations . where 's the movie here ?,Negative
"as adapted by kevin molony from simon leys ' novel `` the death of napoleon `` and directed by alan taylor , napoleon 's journey is interesting but his parisian rebirth is stillborn",Positive
"a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling .",Positive
"mike white 's deft combination of serious subject matter and dark , funny humor make `` `` the good girl `` a film worth watching .",Positive
"if you want to see a train wreck that you ca n't look away from , then look no further , because here it is .",Positive
"adrift , bentley and hudson stare and sniffle , respectively , as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design .",Negative
the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,Negative
"in a strange way , egoyan has done too much . he 's worked too hard on this movie .",Negative
"a wry , affectionate delight .",Positive
a clichM-id and shallow cautionary tale about the hard-partying lives of gay men .,Negative
"even when he 's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work .",Positive
"for a film about two mismatched buddies , crystal and de niro share little screen time and even less chemistry .",Negative
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line .,Negative
"so mind-numbingly awful that you hope britney wo n't do it one more time , as far as movies are concerned .",Negative
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold .",Negative
". it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . there 's a sheer unbridled delight in the way the story unfurls . . .",Positive
"the film 's plot may be shallow , but you 've never seen the deep like you see it in these harrowing surf shots .",Positive
"you could say that it 's slow at times , you could say that a few of the characters act in ways that real people would n't , but one thing you could n't say is that alias betty is predictable .",Positive
"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden .",Negative
a compelling portrait of moral emptiness,Positive
